# Biblical Hebrew poetic-parallelism word pairs — two tiers. tomim_confirmed: expert-
# verified (Berlin/Fokkelman/Kugel/Watson/Tsumura via T'OMIM, CC BY 4.0, DOI 10.5281/zenodo.19135731). detected: our own BHSA half_verse extraction (Psalms/Proverbs/Job
# only, min_verses>=3), not found in T'OMIM (T'OMIM is a curated sample, not exhaustive — absence isn't evidence against a pair). Independent of UBS MARBLE and Hebrew
# WordNet; the LLM signal is used only to LABEL relation, never to find pairs. `relation`:
# likely_synonym / likely_antonym / unclassified (parallelism found it, LLM has no opinion).
# See build_parallelism_pairs.py.
strong_a	strong_b	tier	evidence	relation	sample_ref
H0929	H3605	detected	n_verses=3,pmi=1.218	unclassified	Proverbs 30:30
H3605	H7704	detected	n_verses=3,pmi=0.995	unclassified	Psalms 8:8
H3220	H8064	detected	n_verses=4,pmi=2.045	unclassified	Job 9:8
H3034	H3605	detected	n_verses=6,pmi=0.623	unclassified	Psalms 9:2
H3820	H5608	detected	n_verses=3,pmi=1.212	unclassified	Psalms 9:2
H3605	H3820	detected	n_verses=9,pmi=-0.163	unclassified	Proverbs 15:15
H3605	H5608	detected	n_verses=3,pmi=0.379	unclassified	Psalms 9:2
H6440	H7725	detected	n_verses=7,pmi=0.811	unclassified	Job 33:5
H0341	H6440	detected	n_verses=5,pmi=1.067	unclassified	Job 13:24
H1471	H8034	detected	n_verses=5,pmi=1.915	unclassified	Psalms 9:6
H5769	H7563	detected	n_verses=5,pmi=0.594	unclassified	Proverbs 10:25
H3559	H5769	detected	n_verses=3,pmi=0.982	unclassified	Psalms 9:8
H2167	H5971	detected	n_verses=3,pmi=1.773	unclassified	Psalms 9:12
H0430	H7725	detected	n_verses=4,pmi=-0.047	unclassified	Psalms 9:18
H0376	H6440	detected	n_verses=9,pmi=0.562	unclassified	Job 22:8
H1875	H3605	detected	n_verses=3,pmi=0.812	unclassified	Psalms 10:4
H0430	H1875	detected	n_verses=3,pmi=1.223	unclassified	Job 5:8
H3605	H4941	detected	n_verses=10,pmi=0.589	unclassified	Proverbs 2:9
H3605	H6256	detected	n_verses=3,pmi=0.525	unclassified	Psalms 10:5
H3605	H6887	detected	n_verses=3,pmi=1.1	unclassified	Job 20:22
H0559	H1755	detected	n_verses=3,pmi=1.355	unclassified	Psalms 10:6
H0559	H7451	detected	n_verses=4,pmi=0.875	unclassified	Job 1:8
H3956	H4820	detected	n_verses=3,pmi=3.109	unclassified	Psalms 10:7
H3820	H6440	detected	n_verses=7,pmi=0.294	unclassified	Proverbs 15:13
H3820	H7200	detected	n_verses=5,pmi=0.435	unclassified	Proverbs 23:33
H0413	H6440	detected	n_verses=3,pmi=-0.028	unclassified	Job 13:8
H0413	H7200	detected	n_verses=3,pmi=0.45	unclassified	Psalms 10:11
H5641	H7911	detected	n_verses=3,pmi=2.912	unclassified	Psalms 10:11
H6440	H7911	detected	n_verses=4,pmi=1.226	unclassified	Job 9:27
H7200	H7911	detected	n_verses=4,pmi=1.703	unclassified	Psalms 10:11
H0559	H7563	detected	n_verses=5,pmi=0.382	unclassified	Job 9:22
H1875	H7563	detected	n_verses=3,pmi=1.749	unclassified	Psalms 10:13
H0776	H5704	detected	n_verses=4,pmi=1.592	unclassified	Job 20:4
H0776	H5769	detected	n_verses=9,pmi=0.891	unclassified	Proverbs 10:30
H3820	H8085	detected	n_verses=4,pmi=0.22	unclassified	Proverbs 22:17
H0241	H8085	detected	n_verses=4,pmi=1.688	likely_synonym	Job 13:17
H3477	H7563	detected	n_verses=7,pmi=1.749	likely_antonym	Proverbs 11:11
H0784	H7563	detected	n_verses=3,pmi=1.526	unclassified	Job 18:5
H6440	H6662	detected	n_verses=4,pmi=0.216	unclassified	Proverbs 14:19
H3477	H6662	detected	n_verses=10,pmi=2.483	likely_synonym	Proverbs 21:18
H1121	H1980	detected	n_verses=5,pmi=0.845	unclassified	Proverbs 6:3
H0120	H1980	detected	n_verses=3,pmi=0.559	unclassified	Proverbs 6:12
H7311	H7563	detected	n_verses=7,pmi=1.732	unclassified	Job 38:15
H0341	H5315	detected	n_verses=3,pmi=0.706	unclassified	Psalms 13:3
H5869	H6030	detected	n_verses=3,pmi=0.943	unclassified	Job 32:1
H0215	H0430	detected	n_verses=6,pmi=2.261	unclassified	Psalms 13:4
H0559	H4131	detected	n_verses=3,pmi=1.883	unclassified	Psalms 13:5
H0571	H6664	detected	n_verses=6,pmi=2.97	likely_synonym	Psalms 15:2
H1696	H1980	detected	n_verses=3,pmi=0.896	unclassified	Job 16:6
H5800	H7200	detected	n_verses=3,pmi=1.651	unclassified	Psalms 16:10
H5315	H5414	detected	n_verses=6,pmi=0.593	unclassified	Job 3:20
H5315	H7200	detected	n_verses=4,pmi=0.239	unclassified	Job 33:28
H3318	H5869	detected	n_verses=3,pmi=0.957	unclassified	Job 10:18
H8104	H8193	detected	n_verses=4,pmi=1.416	unclassified	Proverbs 5:2
H0734	H1697	detected	n_verses=3,pmi=1.676	unclassified	Psalms 17:4
H0241	H7121	detected	n_verses=3,pmi=2.101	unclassified	Proverbs 21:13
H5186	H7121	detected	n_verses=3,pmi=2.147	unclassified	Proverbs 1:24
H3225	H3467	detected	n_verses=3,pmi=2.403	unclassified	Psalms 17:7
H5315	H6440	detected	n_verses=6,pmi=0.167	unclassified	Psalms 17:9
H5315	H7563	detected	n_verses=4,pmi=-0.011	unclassified	Proverbs 10:3
H0804	H5186	detected	n_verses=3,pmi=4.258	unclassified	Job 23:11
H5315	H6965	detected	n_verses=3,pmi=0.48	unclassified	Psalms 17:13
H5186	H7272	detected	n_verses=3,pmi=2.367	unclassified	Job 23:11
H4325	H7971	detected	n_verses=3,pmi=1.663	unclassified	Job 12:15
H6664	H7725	detected	n_verses=3,pmi=1.278	unclassified	Job 6:29
H0430	H8104	detected	n_verses=3,pmi=-0.163	unclassified	Psalms 18:22
H5869	H7725	detected	n_verses=3,pmi=0.426	unclassified	Proverbs 24:18
H3027	H7725	detected	n_verses=4,pmi=0.589	unclassified	Job 40:4
H0413	H1870	detected	n_verses=3,pmi=0.357	unclassified	Job 21:14
H2220	H3027	detected	n_verses=3,pmi=2.093	likely_synonym	Psalms 18:35
H5307	H6965	detected	n_verses=4,pmi=2.081	likely_antonym	Job 1:20
H1121	H8085	detected	n_verses=3,pmi=0.18	unclassified	Proverbs 13:1
H0241	H1121	detected	n_verses=3,pmi=1.287	unclassified	Proverbs 4:20
H5414	H5971	detected	n_verses=5,pmi=0.918	unclassified	Job 36:31
H3444	H6213	detected	n_verses=3,pmi=1.487	unclassified	Psalms 18:51
H2617	H4428	detected	n_verses=7,pmi=1.615	unclassified	Proverbs 20:28
H4428	H5769	detected	n_verses=7,pmi=1.567	unclassified	Psalms 18:51
H0413	H3027	detected	n_verses=6,pmi=1.004	unclassified	Job 8:20
H3117	H3915	detected	n_verses=4,pmi=1.809	likely_antonym	Job 3:3
H6965	H7760	detected	n_verses=4,pmi=1.759	unclassified	Job 38:5
H0776	H7760	detected	n_verses=7,pmi=1.25	unclassified	Job 1:8
H3605	H7760	detected	n_verses=5,pmi=0.267	unclassified	Job 33:11
H3820	H5869	detected	n_verses=7,pmi=0.757	unclassified	Job 15:12
H3820	H4687	detected	n_verses=4,pmi=1.584	unclassified	Proverbs 4:4
H5650	H7227	detected	n_verses=3,pmi=1.666	unclassified	Psalms 19:12
H0430	H6030	detected	n_verses=4,pmi=0.47	unclassified	Job 1:9
H0430	H6869	detected	n_verses=3,pmi=1.183	unclassified	Psalms 20:2
H3117	H8034	detected	n_verses=5,pmi=0.797	unclassified	Psalms 20:2
H3605	H3824	detected	n_verses=3,pmi=0.277	unclassified	Job 1:5
H3605	H5414	detected	n_verses=9,pmi=0.14	unclassified	Job 1:22
H3605	H7442	detected	n_verses=4,pmi=1.059	unclassified	Job 38:7
H3444	H5797	detected	n_verses=3,pmi=2.635	unclassified	Psalms 21:2
H3444	H4428	detected	n_verses=3,pmi=1.953	unclassified	Psalms 21:2
H5414	H8193	detected	n_verses=3,pmi=0.744	unclassified	Job 11:5
H2416	H3117	detected	n_verses=4,pmi=0.832	unclassified	Proverbs 9:11
H3117	H5414	detected	n_verses=3,pmi=0.038	unclassified	Job 29:2
H5414	H5769	detected	n_verses=5,pmi=0.793	unclassified	Psalms 21:5
H6440	H7896	detected	n_verses=5,pmi=1.655	unclassified	Proverbs 27:23
H3027	H3225	detected	n_verses=4,pmi=1.715	unclassified	Psalms 21:9
H3605	H4672	detected	n_verses=5,pmi=0.458	unclassified	Job 17:10
H0776	H2233	detected	n_verses=3,pmi=1.641	unclassified	Job 5:25
H0006	H0120	detected	n_verses=3,pmi=1.511	unclassified	Proverbs 11:7
H1369	H7311	detected	n_verses=3,pmi=3.036	unclassified	Psalms 21:14
H3605	H7218	detected	n_verses=3,pmi=0.098	unclassified	Job 24:24
H3605	H8193	detected	n_verses=3,pmi=-0.392	unclassified	Proverbs 14:23
H7200	H7218	detected	n_verses=3,pmi=1.285	unclassified	Job 10:15
H0990	H7358	detected	n_verses=4,pmi=4.951	likely_synonym	Job 3:11
H1692	H6083	detected	n_verses=3,pmi=4.066	unclassified	Job 38:38
H5608	H7200	detected	n_verses=3,pmi=1.566	unclassified	Job 31:4
H3027	H5315	detected	n_verses=3,pmi=-0.188	unclassified	Job 2:6
H3027	H5337	detected	n_verses=3,pmi=1.146	unclassified	Proverbs 6:5
H6030	H6310	detected	n_verses=4,pmi=1.187	unclassified	Job 15:6
H1984	H8034	detected	n_verses=5,pmi=1.554	unclassified	Psalms 22:23
H3513	H3605	detected	n_verses=4,pmi=1.282	unclassified	Proverbs 3:9
H2142	H3605	detected	n_verses=3,pmi=0.14	unclassified	Psalms 22:28
H0776	H6440	detected	n_verses=11,pmi=0.561	unclassified	Job 5:10
H3605	H6440	detected	n_verses=8,pmi=-0.404	unclassified	Job 1:11
H3381	H5315	detected	n_verses=3,pmi=1.482	unclassified	Psalms 22:30
H0776	H5315	detected	n_verses=6,pmi=0.104	unclassified	Proverbs 25:25
H0398	H5315	detected	n_verses=4,pmi=1.129	unclassified	Job 21:25
H1878	H5315	detected	n_verses=3,pmi=2.77	unclassified	Proverbs 13:4
H1755	H2233	detected	n_verses=3,pmi=3.415	unclassified	Psalms 22:31
H6213	H6666	detected	n_verses=3,pmi=1.128	unclassified	Proverbs 11:18
H7725	H8034	detected	n_verses=3,pmi=0.638	unclassified	Job 1:21
H5315	H8034	detected	n_verses=4,pmi=0.436	unclassified	Psalms 23:3
H2416	H7725	detected	n_verses=5,pmi=1.407	unclassified	Job 7:7
H1004	H2896	detected	n_verses=7,pmi=1.573	unclassified	Proverbs 17:1
H2896	H3117	detected	n_verses=5,pmi=0.744	unclassified	Job 9:25
H1004	H2617	detected	n_verses=3,pmi=0.684	unclassified	Psalms 23:6
H2617	H3117	detected	n_verses=3,pmi=0.191	unclassified	Psalms 23:6
H3117	H7725	detected	n_verses=3,pmi=0.251	unclassified	Proverbs 25:13
H1004	H3117	detected	n_verses=4,pmi=0.68	unclassified	Job 1:13
H1004	H3605	detected	n_verses=4,pmi=-0.317	unclassified	Proverbs 1:13
H3220	H5104	detected	n_verses=5,pmi=3.812	likely_synonym	Job 14:11
H0935	H8179	detected	n_verses=4,pmi=2.3	unclassified	Psalms 24:7
H3519	H5375	detected	n_verses=3,pmi=1.793	unclassified	Psalms 24:7
H3519	H5769	detected	n_verses=4,pmi=1.441	unclassified	Psalms 24:7
H0935	H5769	detected	n_verses=4,pmi=0.591	unclassified	Proverbs 23:10
H0341	H0430	detected	n_verses=6,pmi=0.951	unclassified	Psalms 25:2
H0734	H3045	detected	n_verses=3,pmi=1.28	unclassified	Proverbs 3:6
H2142	H5769	detected	n_verses=3,pmi=1.38	unclassified	Psalms 25:6
H1870	H2896	detected	n_verses=5,pmi=0.842	unclassified	Proverbs 13:15
H1870	H3477	detected	n_verses=6,pmi=1.752	unclassified	Proverbs 14:12
H1285	H2617	detected	n_verses=3,pmi=2.143	likely_synonym	Psalms 25:10
H3605	H5715	detected	n_verses=4,pmi=1.02	unclassified	Psalms 25:10
H1870	H3372	detected	n_verses=3,pmi=0.69	unclassified	Proverbs 14:2
H3372	H3384	detected	n_verses=3,pmi=2.636	unclassified	Psalms 25:12
H0776	H2896	detected	n_verses=3,pmi=-0.117	unclassified	Psalms 25:13
H1285	H3372	detected	n_verses=3,pmi=2.545	unclassified	Psalms 25:14
H5869	H7272	detected	n_verses=3,pmi=1.192	unclassified	Job 29:15
H7563	H8130	detected	n_verses=4,pmi=1.088	unclassified	Job 8:22
H1004	H4908	detected	n_verses=3,pmi=2.915	likely_synonym	Job 21:28
H2416	H5315	detected	n_verses=5,pmi=0.917	unclassified	Job 27:2
H0376	H5315	detected	n_verses=4,pmi=-0.1	unclassified	Job 12:10
H1818	H5315	detected	n_verses=5,pmi=2.182	likely_synonym	Proverbs 1:18
H0216	H2416	detected	n_verses=4,pmi=1.988	unclassified	Job 3:20
H3027	H8085	detected	n_verses=3,pmi=0.147	unclassified	Psalms 28:2
H1288	H5375	detected	n_verses=3,pmi=1.665	unclassified	Psalms 28:9
H1288	H5769	detected	n_verses=3,pmi=1.026	unclassified	Psalms 28:9
H5159	H5769	detected	n_verses=3,pmi=1.898	unclassified	Psalms 28:9
H7812	H8034	detected	n_verses=4,pmi=2.829	unclassified	Psalms 29:2
H1288	H5414	detected	n_verses=5,pmi=1.432	unclassified	Job 1:21
H2421	H5315	detected	n_verses=6,pmi=1.987	unclassified	Psalms 30:4
H2623	H3034	detected	n_verses=3,pmi=3.019	unclassified	Psalms 30:5
H2416	H3885	detected	n_verses=3,pmi=2.86	unclassified	Proverbs 15:31
H0559	H5769	detected	n_verses=4,pmi=0.462	unclassified	Psalms 30:7
H2022	H6440	detected	n_verses=3,pmi=0.808	unclassified	Proverbs 8:25
H5797	H6440	detected	n_verses=4,pmi=1.159	unclassified	Job 41:14
H1961	H5797	detected	n_verses=5,pmi=1.72	unclassified	Proverbs 14:26
H0430	H2167	detected	n_verses=7,pmi=1.665	unclassified	Psalms 30:13
H5769	H6666	detected	n_verses=3,pmi=1.26	unclassified	Psalms 31:2
H3027	H6299	detected	n_verses=4,pmi=2.617	unclassified	Job 5:20
H2603	H5315	detected	n_verses=3,pmi=1.323	unclassified	Proverbs 21:10
H0430	H0982	detected	n_verses=6,pmi=1.203	unclassified	Psalms 31:15
H2617	H5650	detected	n_verses=3,pmi=1.105	unclassified	Psalms 31:17
H0376	H7379	detected	n_verses=3,pmi=1.747	unclassified	Proverbs 15:18
H0559	H8085	detected	n_verses=4,pmi=0.416	unclassified	Job 28:22
H0559	H6963	detected	n_verses=3,pmi=0.688	unclassified	Job 33:8
H0120	H7307	detected	n_verses=3,pmi=0.952	unclassified	Job 21:4
H3117	H6106	detected	n_verses=3,pmi=1.768	unclassified	Psalms 32:3
H3605	H6106	detected	n_verses=3,pmi=0.771	unclassified	Job 21:23
H3045	H5771	detected	n_verses=3,pmi=1.255	unclassified	Job 13:23
H3680	H5771	detected	n_verses=3,pmi=2.724	unclassified	Job 31:33
H5771	H6588	detected	n_verses=7,pmi=3.743	likely_synonym	Job 13:23
H3820	H8056	detected	n_verses=6,pmi=1.357	unclassified	Proverbs 12:25
H3605	H8056	detected	n_verses=4,pmi=0.119	unclassified	Psalms 32:11
H2617	H4941	detected	n_verses=3,pmi=0.674	unclassified	Psalms 33:5
H2617	H6666	detected	n_verses=6,pmi=2.002	likely_synonym	Proverbs 14:34
H1697	H6310	detected	n_verses=4,pmi=0.697	unclassified	Proverbs 12:6
H4325	H8415	detected	n_verses=5,pmi=3.435	likely_synonym	Job 38:30
H4325	H5414	detected	n_verses=3,pmi=0.809	unclassified	Job 5:10
H0835	H5971	detected	n_verses=3,pmi=2.06	unclassified	Proverbs 29:18
H0430	H5971	detected	n_verses=10,pmi=0.887	unclassified	Psalms 33:12
H0430	H5159	detected	n_verses=3,pmi=1.069	unclassified	Job 20:29
H5027	H7200	detected	n_verses=4,pmi=2.469	likely_synonym	Job 28:24
H1121	H8064	detected	n_verses=3,pmi=0.582	unclassified	Proverbs 30:4
H3176	H3372	detected	n_verses=3,pmi=2.589	unclassified	Psalms 33:18
H2617	H3372	detected	n_verses=3,pmi=0.885	unclassified	Psalms 33:18
H6944	H8056	detected	n_verses=3,pmi=2.252	unclassified	Psalms 33:21
H1984	H8056	detected	n_verses=4,pmi=1.873	unclassified	Psalms 34:3
H5315	H8085	detected	n_verses=5,pmi=0.469	unclassified	Proverbs 13:8
H5315	H8056	detected	n_verses=3,pmi=0.69	unclassified	Proverbs 27:9
H1431	H8034	detected	n_verses=3,pmi=2.976	unclassified	Psalms 34:4
H3605	H6030	detected	n_verses=4,pmi=0.058	unclassified	Job 2:4
H3605	H7326	detected	n_verses=3,pmi=1.1	unclassified	Proverbs 13:7
H2416	H2896	detected	n_verses=4,pmi=1.166	unclassified	Job 7:7
H2416	H7200	detected	n_verses=4,pmi=1.022	unclassified	Job 7:7
H0376	H2896	detected	n_verses=6,pmi=0.778	unclassified	Job 13:9
H0376	H7200	detected	n_verses=5,pmi=0.451	unclassified	Job 33:26
H2896	H7291	detected	n_verses=3,pmi=1.954	unclassified	Proverbs 13:21
H0776	H6213	detected	n_verses=4,pmi=-0.052	unclassified	Psalms 34:17
H3605	H7462	detected	n_verses=7,pmi=0.849	unclassified	Proverbs 16:4
H0259	H3605	detected	n_verses=3,pmi=1.1	unclassified	Job 2:10
H6662	H7462	detected	n_verses=6,pmi=2.008	unclassified	Proverbs 13:21
H4191	H6662	detected	n_verses=3,pmi=1.749	unclassified	Proverbs 10:21
H1961	H4397	detected	n_verses=3,pmi=2.553	unclassified	Job 1:14
H3045	H6965	detected	n_verses=6,pmi=1.293	unclassified	Job 19:25
H0559	H3820	detected	n_verses=3,pmi=-0.234	unclassified	Job 8:10
H0559	H5315	detected	n_verses=5,pmi=0.304	unclassified	Job 2:4
H3605	H6664	detected	n_verses=5,pmi=0.441	unclassified	Proverbs 2:9
H0430	H7130	detected	n_verses=5,pmi=1.693	unclassified	Psalms 36:2
H5869	H7563	detected	n_verses=4,pmi=0.302	unclassified	Proverbs 21:4
H7834	H8064	detected	n_verses=6,pmi=3.571	likely_synonym	Job 35:5
H0530	H2617	detected	n_verses=9,pmi=3.287	likely_synonym	Psalms 36:6
H2617	H7834	detected	n_verses=3,pmi=2.571	unclassified	Psalms 36:6
H0120	H7227	detected	n_verses=3,pmi=1.062	unclassified	Proverbs 28:2
H3045	H3820	detected	n_verses=3,pmi=-0.283	unclassified	Proverbs 14:33
H3045	H6666	detected	n_verses=4,pmi=1.286	unclassified	Psalms 36:11
H1870	H6213	detected	n_verses=4,pmi=0.395	unclassified	Job 21:31
H3423	H3772	detected	n_verses=3,pmi=4.358	unclassified	Psalms 37:9
H0776	H3772	detected	n_verses=4,pmi=1.98	unclassified	Psalms 37:9
H2896	H7227	detected	n_verses=4,pmi=1.375	unclassified	Proverbs 15:16
H2896	H7563	detected	n_verses=5,pmi=0.684	unclassified	Job 10:3
H3045	H5769	detected	n_verses=3,pmi=0.125	unclassified	Psalms 37:18
H1961	H3045	detected	n_verses=4,pmi=0.22	unclassified	Job 38:4
H3117	H5769	detected	n_verses=6,pmi=0.836	unclassified	Job 7:16
H3117	H6256	detected	n_verses=3,pmi=1.521	likely_synonym	Job 24:1
H3117	H7462	detected	n_verses=6,pmi=1.691	unclassified	Psalms 37:19
H2603	H7999	detected	n_verses=3,pmi=3.052	unclassified	Proverbs 19:17
H5414	H7563	detected	n_verses=4,pmi=0.266	unclassified	Job 36:6
H4941	H7563	detected	n_verses=8,pmi=1.303	unclassified	Job 36:6
H7563	H8104	detected	n_verses=5,pmi=0.874	unclassified	Proverbs 28:4
H0157	H7563	detected	n_verses=4,pmi=1.245	unclassified	Proverbs 15:9
H1696	H1897	detected	n_verses=4,pmi=3.281	unclassified	Job 27:4
H2451	H3956	detected	n_verses=3,pmi=1.994	unclassified	Proverbs 10:31
H1696	H6310	detected	n_verses=3,pmi=0.676	unclassified	Job 33:2
H4941	H6310	detected	n_verses=5,pmi=1.025	unclassified	Job 23:4
H0776	H7563	detected	n_verses=3,pmi=-0.511	unclassified	Job 38:13
H1870	H7200	detected	n_verses=4,pmi=0.474	unclassified	Job 34:21
H0319	H3477	detected	n_verses=3,pmi=3.159	unclassified	Proverbs 14:12
H0376	H3477	detected	n_verses=6,pmi=1.506	unclassified	Job 1:1
H1320	H6440	detected	n_verses=3,pmi=1.173	unclassified	Job 2:5
H3605	H5641	detected	n_verses=3,pmi=0.589	unclassified	Job 28:21
H1897	H7462	detected	n_verses=3,pmi=3.447	unclassified	Proverbs 15:28
H1245	H3605	detected	n_verses=3,pmi=0.525	unclassified	Proverbs 18:1
H3117	H5315	detected	n_verses=5,pmi=0.272	unclassified	Job 30:16
H0376	H6310	detected	n_verses=3,pmi=-0.118	unclassified	Proverbs 6:12
H1961	H6310	detected	n_verses=3,pmi=0.082	unclassified	Job 5:16
H2896	H7462	detected	n_verses=5,pmi=1.843	unclassified	Proverbs 11:27
H5833	H8668	detected	n_verses=3,pmi=4.728	likely_synonym	Psalms 38:23
H3820	H3956	detected	n_verses=5,pmi=1.363	unclassified	Proverbs 10:20
H0120	H3117	detected	n_verses=3,pmi=0.208	unclassified	Job 14:1
H0376	H3045	detected	n_verses=8,pmi=0.713	unclassified	Job 9:2
H1980	H3045	detected	n_verses=4,pmi=0.52	unclassified	Proverbs 10:9
H2781	H3605	detected	n_verses=4,pmi=1.233	unclassified	Psalms 39:9
H3605	H5771	detected	n_verses=3,pmi=0.277	unclassified	Psalms 39:12
H0376	H3605	detected	n_verses=12,pmi=0.14	unclassified	Job 12:10
H2077	H5930	detected	n_verses=3,pmi=3.999	likely_synonym	Psalms 40:7
H0430	H8432	detected	n_verses=3,pmi=1.223	unclassified	Job 1:6
H3045	H7227	detected	n_verses=4,pmi=1.022	unclassified	Job 38:21
H0559	H2617	detected	n_verses=5,pmi=0.734	unclassified	Psalms 40:11
H2617	H8432	detected	n_verses=3,pmi=2.101	unclassified	Psalms 40:11
H3820	H7462	detected	n_verses=4,pmi=1.121	unclassified	Proverbs 6:18
H5414	H8104	detected	n_verses=3,pmi=0.562	unclassified	Job 29:2
H5315	H8104	detected	n_verses=6,pmi=0.978	unclassified	Proverbs 19:8
H0006	H0559	detected	n_verses=3,pmi=1.234	unclassified	Job 3:3
H0559	H8034	detected	n_verses=4,pmi=0.606	unclassified	Job 1:21
H1696	H7200	detected	n_verses=4,pmi=1.022	unclassified	Proverbs 23:33
H2803	H3605	detected	n_verses=3,pmi=0.623	unclassified	Psalms 41:8
H4325	H5315	detected	n_verses=3,pmi=0.532	unclassified	Psalms 42:2
H0430	H6440	detected	n_verses=10,pmi=0.23	unclassified	Psalms 42:3
H0430	H7200	detected	n_verses=5,pmi=0.014	unclassified	Psalms 42:3
H0935	H6440	detected	n_verses=4,pmi=0.06	unclassified	Job 41:5
H0430	H0935	detected	n_verses=5,pmi=-0.015	unclassified	Job 1:6
H0935	H7200	detected	n_verses=3,pmi=0.25	unclassified	Job 38:22
H0559	H1961	detected	n_verses=5,pmi=0.492	unclassified	Job 1:14
H1961	H3605	detected	n_verses=8,pmi=-0.066	unclassified	Job 1:3
H0430	H1961	detected	n_verses=4,pmi=-0.348	unclassified	Job 1:1
H0430	H8426	detected	n_verses=4,pmi=2.291	unclassified	Psalms 42:5
H3176	H5315	detected	n_verses=4,pmi=2.046	unclassified	Job 6:11
H2416	H2617	detected	n_verses=3,pmi=0.836	unclassified	Proverbs 21:21
H0413	H2617	detected	n_verses=3,pmi=0.552	unclassified	Psalms 42:9
H0559	H1980	detected	n_verses=4,pmi=0.57	unclassified	Job 1:7
H0376	H0430	detected	n_verses=3,pmi=-0.835	unclassified	Job 1:1
H2022	H7971	detected	n_verses=3,pmi=2.089	unclassified	Job 28:9
H0216	H0935	detected	n_verses=3,pmi=1.216	unclassified	Job 30:26
H0430	H3034	detected	n_verses=6,pmi=1.034	unclassified	Psalms 43:4
H0430	H3444	detected	n_verses=4,pmi=1.078	unclassified	Psalms 44:5
H6862	H8130	detected	n_verses=3,pmi=2.21	likely_synonym	Psalms 44:8
H0430	H5769	detected	n_verses=6,pmi=0.25	unclassified	Psalms 44:9
H0430	H8034	detected	n_verses=8,pmi=0.682	unclassified	Job 1:1
H2186	H6635	detected	n_verses=3,pmi=4.882	unclassified	Psalms 44:10
H2186	H3318	detected	n_verses=3,pmi=3.673	unclassified	Psalms 44:10
H0524	H1471	detected	n_verses=3,pmi=4.495	unclassified	Psalms 44:15
H0341	H2778	detected	n_verses=3,pmi=3.293	unclassified	Psalms 44:17
H3820	H5186	detected	n_verses=3,pmi=1.085	unclassified	Proverbs 21:1
H2713	H3045	detected	n_verses=3,pmi=2.404	unclassified	Job 5:27
H0559	H5608	detected	n_verses=4,pmi=1.695	unclassified	Job 37:20
H0430	H1121	detected	n_verses=4,pmi=-0.315	unclassified	Psalms 45:3
H0120	H0430	detected	n_verses=6,pmi=0.315	likely_antonym	Psalms 45:3
H0430	H6664	detected	n_verses=3,pmi=0.341	unclassified	Psalms 45:8
H0001	H7200	detected	n_verses=3,pmi=1.306	unclassified	Psalms 45:11
H0001	H0776	detected	n_verses=3,pmi=0.765	unclassified	Job 42:15
H0776	H1961	detected	n_verses=4,pmi=-0.113	unclassified	Job 1:1
H3605	H5704	detected	n_verses=4,pmi=0.946	unclassified	Psalms 45:18
H2142	H5971	detected	n_verses=3,pmi=1.506	unclassified	Psalms 45:18
H5971	H8034	detected	n_verses=3,pmi=0.656	unclassified	Psalms 45:18
H0430	H5833	detected	n_verses=3,pmi=1.762	unclassified	Psalms 46:2
H3372	H3820	detected	n_verses=4,pmi=0.716	unclassified	Job 1:8
H0776	H2022	detected	n_verses=6,pmi=1.438	unclassified	Psalms 46:3
H0776	H3820	detected	n_verses=5,pmi=-0.105	unclassified	Job 1:8
H0776	H3220	detected	n_verses=8,pmi=1.789	unclassified	Job 11:9
H0776	H4131	detected	n_verses=5,pmi=2.012	unclassified	Proverbs 10:30
H0430	H6635	detected	n_verses=6,pmi=2.099	unclassified	Psalms 46:8
H1980	H7760	detected	n_verses=3,pmi=1.104	unclassified	Job 34:23
H0776	H1980	detected	n_verses=4,pmi=0.188	unclassified	Job 10:21
H1471	H3045	detected	n_verses=3,pmi=0.999	unclassified	Psalms 46:11
H0776	H3045	detected	n_verses=15,pmi=1.14	unclassified	Job 5:25
H0430	H7311	detected	n_verses=3,pmi=0.358	unclassified	Psalms 46:11
H0430	H1471	detected	n_verses=4,pmi=0.719	unclassified	Psalms 46:11
H5971	H6963	detected	n_verses=3,pmi=1.026	unclassified	Psalms 47:2
H1419	H3372	detected	n_verses=3,pmi=2.125	unclassified	Psalms 47:3
H0776	H3372	detected	n_verses=7,pmi=1.09	unclassified	Job 1:1
H0430	H4428	detected	n_verses=4,pmi=0.178	unclassified	Proverbs 25:2
H0430	H6944	detected	n_verses=5,pmi=1.249	unclassified	Psalms 47:9
H0430	H3427	detected	n_verses=5,pmi=0.818	unclassified	Psalms 47:9
H0776	H5971	detected	n_verses=3,pmi=-0.082	unclassified	Psalms 47:10
H0776	H6664	detected	n_verses=3,pmi=0.576	unclassified	Psalms 48:11
H2420	H4912	detected	n_verses=3,pmi=6.674	likely_synonym	Proverbs 1:6
H0251	H5414	detected	n_verses=3,pmi=1.948	unclassified	Job 42:11
H2421	H7200	detected	n_verses=5,pmi=2.132	unclassified	Job 42:16
H3477	H4194	detected	n_verses=3,pmi=2.265	unclassified	Proverbs 14:12
H1004	H3372	detected	n_verses=3,pmi=1.085	unclassified	Proverbs 31:21
H3372	H3519	detected	n_verses=3,pmi=1.603	unclassified	Psalms 49:17
