lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
DK>[,,,被压碎,压碎,被压碎,被摧毁,,,,,,,,,,,
DKH[,,被碎裂,被碎裂,碎裂,,,,,,,,,,,,,
DKJ/,敲打,,,,,,,,,,,,,,,,
DL/,门,,,,,,,,,,,,,,,,
DL<N/,底连，《思》狄耳罕,,,,,,,,,,,,,,,,
DL=/,门,,,,,,,,,,,,,,,,
DLG[,跳跃；攀上；穿越,跳跃,,跳越,,,,,,,,,,,,,
DLH/,卷布；编织物料,,,,,,,,,,,,,,,,
DLH=/,卷布；编织物料,,,,,,,,,,,,,,,,
DLH[,打水,汲水,,拉起,,,,,,,,,,,,,
DLJ/,桶，水桶,,,,,,,,,,,,,,,,
DLJLH/,大利拉，《思》德里拉,,,,,,,,,,,,,,,,
DLL[,变成低的，降低；逐渐减少,,,,,,,,,,,,,,,,
DLP/,连连滴漏，滴漏不停,,,,,,,,,,,,,,,,
DLPWN/,达分，《思》达耳丰,,,,,,,,,,,,,,,,
DLQT/,发炎；热病；火症,,,,,,,,,,,,,,,,
DLQ[,燃烧，焚烧；激烈的；火热的,燃烧,,,,,点燃,,,,,,,,,,
DLT/,门,,,,,,,,,,,,,,,,
DLX[,搅动；搅浑；翻起,,,,,,,,,,,,,,,,
DM/,血,,,,,,,,,,,,,,,,
DM</,汁液,,,,,,,,,,,,,,,,
DM<H/,眼泪，泪水,,,,,,,,,,,,,,,,
DMCQ/,床榻的靠枕,,,,,,,,,,,,,,,,
DMFQ/,大马士革,,,,,,,,,,,,,,,,
DMH=[,,停止,沉寂,,,,,,,,,,,,,,
DMH[,停止，终止,相似,,比较,,自比,,,,,,,,,,,
DMMH/,寂静无声；微声低语；轻微细小的声音，轻柔的声音,,,,,,,,,,,,,,,,
DMM[,站着不动；停住；静止；等待,静立,被静止,使静止,,,使停立,,,,,,,,,,
DMN/,粪，粪土，粪便,,,,,,,,,,,,,,,,
DMNH/,丁拿，《思》黎孟,,,,,,,,,,,,,,,,
DMWT/,相像，相似；代表；模样，样式，形像,,,,,,,,,,,,,,,,
DN/,但，《思》丹,,,,,,,,,,,,,,,,
DNH,大拿，《思》达纳,,,,,,,,,,,,,,,,
DNH/,大拿，《思》达纳,,,,,,,,,,,,,,,,
DNHBH/,亭哈巴，《思》丁哈巴,,,,,,,,,,,,,,,,
DNJ/,但人，但支派的人，《思》丹支派,,,,,,,,,,,,,,,,
DPJ/,毁谤,,,,,,,,,,,,,,,,
DPQH/,脱加，《思》多弗卡,,,,,,,,,,,,,,,,
DPQ[,敲打；击打,驱赶,,,,互推,,,,,,,,,,,
DQ/,薄；细；枯瘦,,,,,,,,,,,,,,,,
DQ=/,布；帘子；顶篷；薄纱,,,,,,,,,,,,,,,,
DQLH/,德拉，《思》狄刻拉,,,,,,,,,,,,,,,,
DQQ[,变成粉末，变成灰,粉碎,,,,,压碎,被压碎,,,,,,,,,
DQR/,刺入；刺穿,,,,,,,,,,,,,,,,
DQR[,刺入；刺穿,刺穿,被刺穿,,被穿孔,,,,,,,,,,,,
DR/,珍珠母，珍珠层,,,,,,,,,,,,,,,,
DR>WN/,憎恶或厌弃的对象,,,,,,,,,,,,,,,,
DRC[,寻找；寻求,寻求,被寻求,,,,,,,,,,,,,,
DRD</,达大，《思》达尔达,,,,,,,,,,,,,,,,
DRDR/,荆棘；蒺藜，蓟；野蔷薇,,,,,,,,,,,,,,,,
DRK/,路，路径；足迹,,,,,,,,,,,,,,,,
DRK[,踩踏；行走（在某东西上）；行进；移动,踩踏,,,,,使践踏,,,,,,,,,,
DRQWN/,达昆，《思》达尔孔,,,,,,,,,,,,,,,,
DRWM/,南，南方,,,,,,,,,,,,,,,,
DRWR/,液体，流质,,,,,,,,,,,,,,,,
DRWR=/,液体，流质,,,,,,,,,,,,,,,,
DTN/,多坍，《思》多堂,,,,,,,,,,,,,,,,
DTN=/,大坍，《思》达堂,,,,,,,,,,,,,,,,
DWB[,使……逐渐衰弱；使……精力消耗,,,,,,,,,,,,,,,,
DWC[,,踩踏,被踩踏,,,,,被脱粒,,,,,,,,,
DWD/,爱人；情人，良人,,,,,,,,,,,,,,,,
DWD=/,篮子，筐子,,,,,,,,,,,,,,,,
DWD==/,大卫，《思》达味,,,,,,,,,,,,,,,,
DWDH/,姑母；伯母；叔母,,,,,,,,,,,,,,,,
DWDJ=/,曼陀罗草，曼德拉草；风茄，催情果,,,,,,,,,,,,,,,,
DWDW/,朵多，《思》多多,,,,,,,,,,,,,,,,
DWG/,渔夫，打鱼的,,,,,,,,,,,,,,,,
DWGH/,捕鱼，钓鱼，打鱼,,,,,,,,,,,,,,,,
DWH/,行经中的女人，女人在经期间,,,,,,,,,,,,,,,,
DWJ/,患病,,,,,,,,,,,,,,,,
DWJ=/,惊愕；困惑；绝望；发昏,,,,,,,,,,,,,,,,
DWKJPT/,戴鵀，戴胜鸟,,,,,,,,,,,,,,,,
DWK[,捣碎，捣烂,,,,,,,,,,,,,,,,
DWMJH/,静默，默默无声,,,,,,,,,,,,,,,,
DWMM,默默地；在静默中；默然不语,,,,,,,,,,,,,,,,
DWNG/,蜡,,,,,,,,,,,,,,,,
DWR/,居所，住处,,,,,,,,,,,,,,,,
DWR=/,堆积；堆迭起来,,,,,,,,,,,,,,,,
DWX[,清洗，洗涤；清洁，洁净,,,,,,,,,,,,,,,,
DWY[,跳跃，蹦跳，迅速移动,,,,,,,,,,,,,,,,
DXH[,,推动,被推动,,被推倒,,,,,,,,,,,,
DXJ/,推，猛推；赶逐,,,,,,,,,,,,,,,,
DXN/,黍；高粱；小米；粟米,,,,,,,,,,,,,,,,
DXP[,急速；急忙,急速,自我加速,,,,,,,,,,,,,,
DXQ[,推挤；拥挤,,,,,,,,,,,,,,,,
F<JR/,（毛茸茸的）公山羊,,,,,,,,,,,,,,,,
F<JR=/,（毛茸茸的）公山羊,,,,,,,,,,,,,,,,
F<JR==/,（毛茸茸的）公山羊,,,,,,,,,,,,,,,,
F<JR===/,（毛茸茸的）公山羊,,,,,,,,,,,,,,,,
F<JR====/,西珥，《思》色依尔,,,,,,,,,,,,,,,,
F<JRH/,（毛茸茸的）母山羊,,,,,,,,,,,,,,,,
F<JRH=/,（毛茸茸的）母山羊,,,,,,,,,,,,,,,,
F<R/,头发；毛发,,,,,,,,,,,,,,,,
F<R=/,惊恐万分,,,,,,,,,,,,,,,,
F<R==/,惊恐万分,,,,,,,,,,,,,,,,
F<RH/,大麦,,,,,,,,,,,,,,,,
F<RH=/,头发；毛发,,,,,,,,,,,,,,,,
F<RH==/,暴风雨,,,,,,,,,,,,,,,,
F<RJM/,梭琳，《思》色敖陵,,,,,,,,,,,,,,,,
F<R[,,扫去,风暴,扫去,,冲击,,,,,,,,,,,
F>R/,酵；酵母,,,,,,,,,,,,,,,,
F>T/,抬起；举起,,,,,,,,,,,,,,,,
FB</,饱足,,,,,,,,,,,,,,,,
FB<=/,饱足,,,,,,,,,,,,,,,,
FB<==/,充足；丰富,,,,,,,,,,,,,,,,
FB<H/,满足,,,,,,,,,,,,,,,,
FB<[,饱足；得到满足；变得满足,饱足,,使饱足,,,使饱足,,,,,,,,,,
FBR/,希望,,,,,,,,,,,,,,,,
FBR[,,检查,,期待,,,,,,,,,,,,,
FDH/,琐腓的田野，《现》琐腓田，《思》瞭望台,,,,,,,,,,,,,,,,
FDJ/,琐腓的田野，《现》琐腓田，《思》瞭望台,,,,,,,,,,,,,,,,
FDJM/,西订谷，《思》息丁山谷,,,,,,,,,,,,,,,,
FDRH/,等级,,,,,,,,,,,,,,,,
FFWN/,高兴；愉快；喜悦,,,,,,,,,,,,,,,,
FGB[,反对，敌对,高起,矗立,使高大,被保护,,高举,,,,,,,,,,
FGH[,,生长,,,,,使伟大,,,,,,,,,,
FGWB/,西割，《思》色古布,,,,,,,,,,,,,,,,
FH/,羊,,,,,,,,,,,,,,,,
FHD/,见证，证人，见证人,,,,,,,,,,,,,,,,
FHDW/,伊迦尔‧撒哈杜他，《思》耶加尔、撒哈杜达,,,,,,,,,,,,,,,,
FHRNJM/,月牙圈,,,,,,,,,,,,,,,,
FJ>N/,西云，《现》西连，《思》息尔翁,,,,,,,,,,,,,,,,
FJD/,粉刷,,,,,,,,,,,,,,,,
FJD[,粉刷,,,,,,,,,,,,,,,,
FJG/,忙碌；没空,,,,,,,,,,,,,,,,
FJM[,摆队，摆阵,放置,,,,,设置,被放置,,,,,,,,,
FJXH/,沉思；默想,,,,,,,,,,,,,,,,
FJX[,呻吟,思虑,,思考,,,,,,,,,,,,,
FK/,荆棘；刺；倒钩,,,,,,,,,,,,,,,,
FK=/,庇护所，棚子，小屋,,,,,,,,,,,,,,,,
FKH/,鱼叉；捕鱼矛,,,,,,,,,,,,,,,,
FKJH/,船,,,,,,,,,,,,,,,,
FKJN/,刀,,,,,,,,,,,,,,,,
FKJR/,租用的，雇来的,,,,,,,,,,,,,,,,
FKL/,良好的判断力；理解；洞察力,,,,,,,,,,,,,,,,
FKL=[,顺利；成功,,,,,,,,,,,,,,,,
FKL[,,成功,,使显得愚蠢,,,明白,,,,,,,,,,
FKR/,租金；工钱；酬劳,,,,,,,,,,,,,,,,
FKR=/,工资，报酬,,,,,,,,,,,,,,,,
FKR==/,租金；工钱；酬劳,,,,,,,,,,,,,,,,
FKR[,让自己被别人雇用,雇用,自雇,,,自雇,,,,,,,,,,,
FKW/,西沽，《思》色雇,,,,,,,,,,,,,,,,
FKWJ/,公鸡,,,,,,,,,,,,,,,,
FLM>/,撒门，《思》撒耳孟,,,,,,,,,,,,,,,,
FLMH/,斗篷；外衣,,,,,,,,,,,,,,,,
FLMH=/,斗篷；外衣,,,,,,,,,,,,,,,,
FLMWN/,撒门，《思》撒耳孟,,,,,,,,,,,,,,,,
FLW/,鹌鹑,,,,,,,,,,,,,,,,
FM>L/,左边；左,,,,,,,,,,,,,,,,
FM>LJ/,左边,,,,,,,,,,,,,,,,
FM>L[,去左边，向左,,,,,,,,,,,,,,,,
FMJKH/,毛毯；被子；地毯；窗帘,,,,,,,,,,,,,,,,
FMLH/,斗篷；外衣,,,,,,,,,,,,,,,,
FMLH=/,桑拉，《思》撒默拉,,,,,,,,,,,,,,,,
FMMJT/,壁虎,,,,,,,,,,,,,,,,
FMX/,喜乐的；欣喜,,,,,,,,,,,,,,,,
FMXH/,喜乐,,,,,,,,,,,,,,,,
FMX[,喜乐的；欣喜,欢喜,,使欢喜,,,使欢喜,,,,,,,,,,
FN>H/,怨恨；仇恨,,,,,,,,,,,,,,,,
FN>[,恨恶；拒绝,恨,被恨,为敌,,,,,,,,,,,,,
FNJ>/,恨恶的；拒绝的,,,,,,,,,,,,,,,,
FNJR/,示尼珥，《思》色尼尔,,,,,,,,,,,,,,,,
FPH/,嘴唇,,,,,,,,,,,,,,,,
FPM/,须,,,,,,,,,,,,,,,,
FPMWT/,息末，《思》息弗摩特,,,,,,,,,,,,,,,,
FPN[,掩盖,,,,,,,,,,,,,,,,
FPQ[,,拍手,,,,,握手,,,,,,,,,,
FQ/,袋子，布袋，麻袋,,,,,,,,,,,,,,,,
FR/,将军；元帅；长官；显贵；官员；省长,,,,,,,,,,,,,,,,
FR<[,,畸形,,,,伸展,,,,,,,,,,,
FR>YR/,沙利色，《思》沙勒责尔,,,,,,,,,,,,,,,,
FRD/,手写笔；记号笔,,,,,,,,,,,,,,,,
FRD[,幸存，活下来,,,,,,,,,,,,,,,,
FRG[,交织在一起,,,,被交织,缠绕,,,,,,,,,,,
FRJ/,撒莱，《思》撒辣依,,,,,,,,,,,,,,,,
FRJD/,幸存者，生还者,,,,,,,,,,,,,,,,
FRJD=/,幸存者，生还者,,,,,,,,,,,,,,,,
FRJG/,枝子；树藤,,,,,,,,,,,,,,,,
FRJN/,西连，《思》息尔翁,,,,,,,,,,,,,,,,
FRP/,彩锯鳞蝰，火蛇,,,,,,,,,,,,,,,,
FRP=/,彩锯鳞蝰，火蛇,,,,,,,,,,,,,,,,
FRPH/,燃烧；火灾,,,,,,,,,,,,,,,,
FRP[,燃烧；烧毁,焚烧,被烧,,被烧,,,,,,,,,,,,
FRR[,,统治,,,,自立为王,,,,,,,,,,,
FRV[,,割刻,受伤,,,,,,,,,,,,,,
FRWG/,西鹿，《思》色鲁格,,,,,,,,,,,,,,,,
FRWK/,鞋带,,,,,,,,,,,,,,,,
FRX/,西拉，《思》色辣黑,,,,,,,,,,,,,,,,
FTM[,领受异象；看见异象，得见异象,,,,,,,,,,,,,,,,
FV/,误入歧途；迷失方向,,,,,,,,,,,,,,,,
FVH[,转身离开,,,,,,,,,,,,,,,,
FVM[,（对某人）怀恨在心,,,,,,,,,,,,,,,,
FVN/,敌人；仇敌,,,,,,,,,,,,,,,,
FWF[,高兴；愉快；喜悦,,,,,,,,,,,,,,,,
FWKH=/,梭哥，《思》索苛,,,,,,,,,,,,,,,,
FWKTJ/,苏甲人，《思》稣加人,,,,,,,,,,,,,,,,
FWRH/,一行,,,,,,,,,,,,,,,,
FWX[,去走走；四处走动,,,,,,,,,,,,,,,,
FX/,心思；主意,,,,,,,,,,,,,,,,
FXH[,,游泳,,,,,使游泳,,,,,,,,,,
FXJP/,木镶板，墙板，护墙板,,,,,,,,,,,,,,,,
FXQ[,笑；微笑,嬉笑,,嘲弄,,,嘲笑,,,,,,,,,,
FXV[,挤压,,,,,,,,,,,,,,,,
FXW/,游泳,,,,,,,,,,,,,,,,
FXWQ/,欢笑；笑声,,,,,,,,,,,,,,,,
G<C/,迦实，《思》加阿士,,,,,,,,,,,,,,,,
G<C[,,摇晃,,,被摇晃,摇晃不定,,,,,,,,,摇晃不定,,
G<H/,歌亚，《思》哥阿,,,,,,,,,,,,,,,,
G<L/,被厌恶；被憎恨,,,,,,,,,,,,,,,,
G<L=/,迦勒，《思》加阿耳,,,,,,,,,,,,,,,,
G<L[,离弃；讨厌，厌恶；憎恨,厌恶,被厌恶,,,,使厌恶,,,,,,,,,,
G<RH/,责备；斥责,,,,,,,,,,,,,,,,
G<R[,责备；斥责,,,,,,,,,,,,,,,,
G<TM/,迦坦，《思》加堂,,,,,,,,,,,,,,,,
G>/,骄傲，傲慢,,,,,,,,,,,,,,,,
G>H/,骄傲；狂傲,,,,,,,,,,,,,,,,
G>H=/,骄傲；傲慢,,,,,,,,,,,,,,,,
G>H[,生长；长高；高涨,,,,,,,,,,,,,,,,
G>L=[,,被玷污,被玷污,玷污,被玷污,自我玷污,,,,,,,,,,,
G>LH/,赎回,,,,,,,,,,,,,,,,
G>L[,,救赎,被救赎,,,,,,,,,,,,,,
G>W>L/,臼利，《思》革乌耳,,,,,,,,,,,,,,,,
G>WH/,高涨；膨胀,,,,,,,,,,,,,,,,
G>WN/,丛林，灌木丛,,,,,,,,,,,,,,,,
G>WT/,上涨；上腾,,,,,,,,,,,,,,,,
GB</,迦巴，《思》革巴,,,,,,,,,,,,,,,,
GB<>/,山丘，山岗，小山,,,,,,,,,,,,,,,,
GB<L/,含苞,,,,,,,,,,,,,,,,
GB<TJ/,基比亚人，《思》基贝亚人,,,,,,,,,,,,,,,,
GB<WN/,基遍，《思》基贝红,,,,,,,,,,,,,,,,
GB=/,水池；水坑,,,,,,,,,,,,,,,,
GB>/,水池；池塘,,,,,,,,,,,,,,,,
GBH/,高；高大,,,,,,,,,,,,,,,,
GBH=/,高，高度；身高,,,,,,,,,,,,,,,,
GBHWT/,骄傲，高傲，傲慢；狂妄,,,,,,,,,,,,,,,,
GBH[,高；高大,高耸,,,,,使高耸,,,,,,,,,,
GBJ/,迦拜,,,,,,,,,,,,,,,,
GBJ</,杯,,,,,,,,,,,,,,,,
GBJ=/,迦拜,,,,,,,,,,,,,,,,
GBJC/,水晶,,,,,,,,,,,,,,,,
GBJM/,基柄，《思》革平,,,,,,,,,,,,,,,,
GBJR/,主；主人,,,,,,,,,,,,,,,,
GBJRH/,女主人，主母,,,,,,,,,,,,,,,,
GBL/,迦巴勒，《思》革巴耳,,,,,,,,,,,,,,,,
GBL=/,迦巴勒，《思》革巴耳,,,,,,,,,,,,,,,,
GBLJ/,迦巴勒人，《思》革巴耳人,,,,,,,,,,,,,,,,
GBLT/,编织的；拧成的；绞成的,,,,,,,,,,,,,,,,
GBL[,形成地界，作为边界,划定边界,,,,,设定边界,,,,,,,,,,
GBN/,驼背的人,,,,,,,,,,,,,,,,
GBNH/,奶酪，奶饼,,,,,,,,,,,,,,,,
GBNN/,高峰；山顶,,,,,,,,,,,,,,,,
GBR/,人；男丁，男人，男子,,,,,,,,,,,,,,,,
GBR=/,人；男丁，男人，男子,,,,,,,,,,,,,,,,
GBR==/,巨人；勇士,,,,,,,,,,,,,,,,
GBRJ>L/,加百列，《思》加俾额尔,,,,,,,,,,,,,,,,
GBR[,变强盛；变强大；得胜,超越,,使强大,,显示力量,显示力量,,,,,,,,,,
GBTWN/,基比顿，《思》基贝通,,,,,,,,,,,,,,,,
GBWL/,境界，疆界，边界；四境，疆土；墙，分隔的墙；边缘,,,,,,,,,,,,,,,,
GBWLH/,疆界，地界，边界；边缘；四境，疆土,,,,,,,,,,,,,,,,
GBWR/,巨人；勇士；强人；英雄,,,,,,,,,,,,,,,,
GBWRH/,伟大；能力；大能,,,,,,,,,,,,,,,,
GBX/,顶门秃,,,,,,,,,,,,,,,,
GBXT/,顶门秃,,,,,,,,,,,,,,,,
GCC[,摸索,,,,,,,,,,,,,,,,
GCM/,雨,,,,,,,,,,,,,,,,
GCM=/,雨,,,,,,,,,,,,,,,,
GCM==/,雨,,,,,,,,,,,,,,,,
GCN/,歌珊，《思》哥笙,,,,,,,,,,,,,,,,
GCP>/,基斯帕，《思》基市帕,,,,,,,,,,,,,,,,
GCWR/,基述，《思》革叔尔,,,,,,,,,,,,,,,,
GCWRJ/,基述人，《思》革叔尔人,,,,,,,,,,,,,,,,
GD/,芫荽,,,,,,,,,,,,,,,,
GD<M/,基顿，《思》革巴,,,,,,,,,,,,,,,,
GD<NJ/,基多尼，《思》基德敖尼,,,,,,,,,,,,,,,,
GD<WN/,基甸，《思》基德红,,,,,,,,,,,,,,,,
GD<[,脱落；折断,砍断,被砍断,砍下,被砍断,,,,,,,,,,,,
GD=/,芫荽,,,,,,,,,,,,,,,,
GD===/,芫荽,,,,,,,,,,,,,,,,
GDD[,割伤自己；自割；砍伤自己,聚集,,,,自割,,,,,,,,,,,
GDJ/,小山羊，山羊羔,,,,,,,,,,,,,,,,
GDJ==/,迦底，《思》加狄,,,,,,,,,,,,,,,,
GDJ>L/,迦迭，《思》加狄耳,,,,,,,,,,,,,,,,
GDJC/,禾捆；禾稼,,,,,,,,,,,,,,,,
GDJH/,小山羊，山羊羔,,,,,,,,,,,,,,,,
GDJH=/,小山羊，山羊羔,,,,,,,,,,,,,,,,
GDL/,伟大；大,,,,,,,,,,,,,,,,
GDL==/,繸子；流苏,,,,,,,,,,,,,,,,
GDL===/,吉德，《思》基德耳,,,,,,,,,,,,,,,,
GDLTJ/,基大利提，《思》基达耳提,,,,,,,,,,,,,,,,
GDL[,增大；壮大；渐渐强大；增添，加增,伟大,,养育,被养育,自夸,使伟大,,,,,,,,,,
GDP[,侮辱，凌辱；辱骂；亵渎,,,,,,,,,,,,,,,,
GDR=/,基德，《思》革德尔,,,,,,,,,,,,,,,,
GDR==/,基突，《思》革多尔,,,,,,,,,,,,,,,,
GDRJ/,基第利人；《思》革德尔人,,,,,,,,,,,,,,,,
GDRTJ/,基底拉人，《思》革德尔人,,,,,,,,,,,,,,,,
GDRTJM/,基底罗他音，《思》革德洛塔殷,,,,,,,,,,,,,,,,
GDRWT/,基低罗，《思》革德洛特,,,,,,,,,,,,,,,,
GDWD/,一群掠夺者；强盗；军队,,,,,,,,,,,,,,,,
GDWD=/,一群掠夺者；强盗；军队,,,,,,,,,,,,,,,,
GDWDH/,划伤，割伤,,,,,,,,,,,,,,,,
GDWLH/,大；尊大；伟大,,,,,,,,,,,,,,,,
GDWPH/,羞辱，凌辱；辱骂,,,,,,,,,,,,,,,,
GG/,屋顶，房顶；平顶；楼顶,,,,,,,,,,,,,,,,
GHH/,健康,,,,,,,,,,,,,,,,
GHR[,屈身；伏；弯腰，俯身,,,,,,,,,,,,,,,,
GJ>/,欣嫩子谷，《思》本希农谷,,,,,,,,,,,,,,,,
GJD/,筋；肌肉；肌腱,,,,,,,,,,,,,,,,
GJL/,欢乐，喜乐，快乐，欢跃；踊跃,,,,,,,,,,,,,,,,
GJL=/,欢乐，喜乐，快乐，欢跃；踊跃,,,,,,,,,,,,,,,,
GJLH/,欢喜；快乐,,,,,,,,,,,,,,,,
GJLNJ/,基罗人；来自基罗的,,,,,,,,,,,,,,,,
GJNT/,基纳，《思》基纳特,,,,,,,,,,,,,,,,
GJXWN/,基训河，《思》基红河,,,,,,,,,,,,,,,,
GJXZJ/,基哈西，《思》革哈齐,,,,,,,,,,,,,,,,
GJX[,,迸发,,,,,使迸发,,,,,,,,,,
GL/,浪，波浪，浪涛,,,,,,,,,,,,,,,,
GL<D/,基列，《思》基肋阿得,,,,,,,,,,,,,,,,
GL<D=/,迦累得，《思》基肋阿得,,,,,,,,,,,,,,,,
GL<DJ/,基列人，基列族，《思》基肋阿得家族,,,,,,,,,,,,,,,,
GL<[,勃然大怒；被激怒,,,,,,,,,,,,,,,,
GL==/,浪，波浪，浪涛,,,,,,,,,,,,,,,,
GLB/,理发师（中文圣经没有译出）,,,,,,,,,,,,,,,,
GLB</,基利波山，《思》基耳波亚,,,,,,,,,,,,,,,,
GLC[,下来；跳跃着下来；往下流泻,,,,,,,,,,,,,,,,
GLD/,皮肤,,,,,,,,,,,,,,,,
GLGL/,轮子；车轮,,,,,,,,,,,,,,,,
GLGL==/,轮子；车轮,,,,,,,,,,,,,,,,
GLGLT/,头盖骨；脑壳,,,,,,,,,,,,,,,,
GLH/,碗；罐,,,,,,,,,,,,,,,,
GLH=/,基罗,,,,,,,,,,,,,,,,
GLH[,揭开（某人的）耳朵 > 开通（某人的）耳朵,揭露,被揭露,揭露,被揭露,自我揭露,流放,被流放,,,,,,,,,
GLJLH/,地区；境；地,,,,,,,,,,,,,,,,
GLJLWT/,基利绿，《思》革里罗特,,,,,,,,,,,,,,,,
GLJM/,迦琳，《思》加林,,,,,,,,,,,,,,,,
GLJT/,歌利亚，《思》哥肋雅,,,,,,,,,,,,,,,,
GLJWN/,板；牌,,,,,,,,,,,,,,,,
GLLJ/,基拉莱，《思》基拉来,,,,,,,,,,,,,,,,
GLL[,滚，滚动；移动,滚动,被滚动,滚动,被滚动,翻滚,,,,,,,,,,,
GLM/,胎儿；胚胎,,,,,,,,,,,,,,,,
GLMWD/,不能生育的，不育,,,,,,,,,,,,,,,,
GLWM/,披风；罩袍,,,,,,,,,,,,,,,,
GLWT/,被掳；流亡,,,,,,,,,,,,,,,,
GLX[,剃（胡子）；剪（头发）；剃头刮脸,,,剃,被剃,自我剃,,,,,,,,,,,
GM,也，又；甚至；此外；而且；更糟糕的是；除了；和；既……又,,,,,,,,,,,,,,,,
GM>/,蒲草；芦苇，芦荻,,,,,,,,,,,,,,,,
GM>[,,,,吞咽,,,使吞咽,,,,,,,,,,
GMD/,短肘；半公尺,,,,,,,,,,,,,,,,
GML/,骆驼,,,,,,,,,,,,,,,,
GMLJ/,基玛利，《思》革玛里,,,,,,,,,,,,,,,,
GMLJ>L/,迦玛列，《思》加默里耳,,,,,,,,,,,,,,,,
GML[,断奶,断奶,被断奶,,,,,,,,,,,,,,
GMR/,歌篾，《思》哥默尔,,,,,,,,,,,,,,,,
GMR=/,歌篾，《思》哥默尔,,,,,,,,,,,,,,,,
GMRJH/,基玛利，基玛利雅，《思》革玛黎雅,,,,,,,,,,,,,,,,
GMWL/,所做的；行为,,,,,,,,,,,,,,,,
GMWL=/,迦末，《思》加慕耳,,,,,,,,,,,,,,,,
GMWLH/,行为；所做的,,,,,,,,,,,,,,,,
GMZW/,瑾锁，《思》基默左,,,,,,,,,,,,,,,,
GN/,园子，园,,,,,,,,,,,,,,,,
GNB/,贼，小偷,,,,,,,,,,,,,,,,
GNBH/,偷，盗窃,,,,,,,,,,,,,,,,
GNBT/,基努拔，《思》革奴巴特,,,,,,,,,,,,,,,,
GNB[,偷，偷窃，偷盗,偷窃,被偷窃,偷窃,被偷窃,潜行,,,,,,,,,,,
GNH/,花园；园子，园,,,,,,,,,,,,,,,,
GNN[,保卫；保护,,,,,,,,,,,,,,,,
GNTWN/,近顿，《思》金乃通,,,,,,,,,,,,,,,,
GNZ/,库房，府库，王库,,,,,,,,,,,,,,,,
GNZK/,库房，府库,,,,,,,,,,,,,,,,
GP/,身体,,,,,,,,,,,,,,,,
GP=/,身体,,,,,,,,,,,,,,,,
GPN/,瓜藤,,,,,,,,,,,,,,,,
GPR/,歌斐木；柏树,,,,,,,,,,,,,,,,
GPRJT/,硫磺,,,,,,,,,,,,,,,,
GR/,异乡人；陌生人；寄居者；外族人；外人；客旅,,,,,,,,,,,,,,,,
GR<[,剃发；剪发,减少,被减少,减少,,,,,,,,,,,,,
GR=/,石灰石，灰石,,,,,,,,,,,,,,,,
GR>/,基拉，《思》革辣,,,,,,,,,,,,,,,,
GRB/,皮肤感染,,,,,,,,,,,,,,,,
GRB=/,迦立，《思》加勒布,,,,,,,,,,,,,,,,
GRC/,出产；作物；农产品,,,,,,,,,,,,,,,,
GRCH/,逐出，赶出,,,,,,,,,,,,,,,,
GRCM/,革舜，《思》革尔熊，革尔雄,,,,,,,,,,,,,,,,
GRCNJ/,革顺人，革顺宗族，《思》革尔雄人,,,,,,,,,,,,,,,,
GRCWN/,革顺，《思》革尔雄,,,,,,,,,,,,,,,,
GRC[,翻腾,驱赶,被驱赶,驱逐,被驱逐,,,,,,,,,,,,
GRD[,刮身体,,,,,,,,,,,,,,,,
GRF/,磨碎的谷物；去壳的谷粒,,,,,,,,,,,,,,,,
GRGCJ/,革迦撒人，《思》基尔加士人,,,,,,,,,,,,,,,,
GRGR/,成熟的橄榄,,,,,,,,,,,,,,,,
GRH[,激怒；挑衅；挑起；招惹,,,激怒,,自我激怒,,,,,,,,,,,
GRM/,骨头,,,,,,,,,,,,,,,,
GRMJ/,迦米人，《思》加尔米人,,,,,,,,,,,,,,,,
GRM[,咀嚼；啃咬；吞吃,,,,,,,,,,,,,,,,
GRN/,禾场,,,,,,,,,,,,,,,,
GRP[,冲没；冲走,,,,,,,,,,,,,,,,
GRR/,基拉耳，《思》革辣尔,,,,,,,,,,,,,,,,
GRR[,扫除；拖走；拉起来,反刍,反刍,,被锯,,,,,,,,,,,,
GRS[,磨损；损耗,被压碎,,,,,压碎,,,,,,,,,,
GRWN/,喉咙,,,,,,,,,,,,,,,,
GRWT/,基罗特金罕，《思》革鲁特基默罕,,,,,,,,,,,,,,,,
GRZJM/,基利心，《思》革黎斤,,,,,,,,,,,,,,,,
GRZN/,斧头，斧子；镐；锄,,,,,,,,,,,,,,,,
GRZ[,拖走，拉走；把……推开,,,,,,,,,,,,,,,,
GTJ/,迦特人，《思》加特人,,,,,,,,,,,,,,,,
GTJM/,基他音，《思》基塔殷,,,,,,,,,,,,,,,,
GTJT/,迦特乐器,,,,,,,,,,,,,,,,
GTR/,基帖，《思》革特尔,,,,,,,,,,,,,,,,
GT_RMWN/,迦特‧临门，《思》加特黎孟,,,,,,,,,,,,,,,,
GW/,背,,,,,,,,,,,,,,,,
GW<[,气绝，断气，呼了最后一口气；死亡，灭亡,,,,,,,,,,,,,,,,
GW=/,丢在背后,,,,,,,,,,,,,,,,
GW==/,背,,,,,,,,,,,,,,,,
GWC/,肿块，瘤,,,,,,,,,,,,,,,,
GWD[,袭击；攻击,,,,,,,,,,,,,,,,
GWG/,歌革，《思》哥格,,,,,,,,,,,,,,,,
