lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
CQH[,"memperbudak, diperbudak, hamba, budak",,,,disiram,,memberi minum,,,,,,,,,,
CQL/,syikal,,,,,,,,,,,,,,,,
CQL[,,menimbang,ditimbang,,,,,,,,,,,,,,
CQMH/,pohon ara,,,,,,,,,,,,,,,,
CQP[,memandang,,,,,,,,,,,,,,,,
CQQ[,terburu,bergerak cepat,,,,bergerak-gerik,,,,,,,,,,,
CQR/,"menipu, mendustakan, penipu, pendusta",,,,,,,,,,,,,,,,
CQR[,"menipu, mendustakan, penipu, pendusta",,,,,,,,,,,,,,,,
CQT/,palung,,,,,,,,,,,,,,,,
CQV/,ketenangan,,,,,,,,,,,,,,,,
CQV[,diam,beristirahat,,,,,memberi istirahat,,,,,,,,,,
CQWJ/,minuman,,,,,,,,,,,,,,,,
CQWY/,yang dibenci,,,,,,,,,,,,,,,,
CQY/,kekejian,,,,,,,,,,,,,,,,
CQY[,"benci, jijik, membenci, menjijikkan",,,,,,,,,,,,,,,,
CR/,pusar,,,,,,,,,,,,,,,,
CRB/,mirage,,,,,,,,,,,,,,,,
CRBJH/,Serebya,,,,,,,,,,,,,,,,
CRBJV/,tongkat kekuasaan,,,,,,,,,,,,,,,,
CRC/,akar,,,,,,,,,,,,,,,,
CRC=/,akar,,,,,,,,,,,,,,,,
CRCRH/,rantai,,,,,,,,,,,,,,,,
CRC[,,,,mencabut,,,berakar,,,,,,,,,berakar kuat,berakar
CRH/,jalur,,,,,,,,,,,,,,,,
CRH[,,melonggarkan,,membebaskan,,,,,,,,,,,,,
CRJ/,Sarai,,,,,,,,,,,,,,,,
CRJH/,Seraya,,,,,,,,,,,,,,,,
CRJR/,otot,,,,,,,,,,,,,,,,
CRQH/,siulan,,,,,,,,,,,,,,,,
CRQH=/,siulan,,,,,,,,,,,,,,,,
CRT/,layanan,,,,,,,,,,,,,,,,
CRT[,"memperbudak, diperbudak, hamba, budak",,,,,,,,,,,,,,,,
CRWN/,"Saron, Dataran Saron",,,,,,,,,,,,,,,,
CRWNJ/,Saron,,,,,,,,,,,,,,,,
CRWXN/,Saruhen,,,,,,,,,,,,,,,,
CRY/,binatang,,,,,,,,,,,,,,,,
CS</,belah,,,,,,,,,,,,,,,,
CS<[,,membelah,,merobek,,,,,,,,,,,,,
CSH[,merampas,,,,,,,,,,,,,,,,
CSP[,membunuh,,,,,,,,,,,,,,,,
CSS[,merampas,merampas,dirampas,,,,,,,,,,,,,,
CT/,Set,,,,,,,,,,,,,,,,
CT=/,Set,,,,,,,,,,,,,,,,
CT==/,Set,,,,,,,,,,,,,,,,
CTH[,"mabuk, pemabuk",minum,diminum,,,,,,,,,,,,,,
CTJ/,lusi,,,,,,,,,,,,,,,,
CTJ=/,lusi,,,,,,,,,,,,,,,,
CTJH/,minuman,,,,,,,,,,,,,,,,
CTJN/,enam puluh,,,,,,,,,,,,,,,,
CTLXJ/,Sutelahi,,,,,,,,,,,,,,,,
CTM/,tertutup,,,,,,,,,,,,,,,,
CTN[,kencing,,,,,,,,,,,,,,,,
CTQ[,diam,,,,,,,,,,,,,,,,
CTR/,Setar,,,,,,,,,,,,,,,,
CTR_BWZNJ/,Setar-bozenai,,,,,,,,,,,,,,,,
CTT/,"menunjuk, ditunjuk",,,,,,,,,,,,,,,,
CVH/,akasia,,,,,,,,,,,,,,,,
CVJM/,Sitim,,,,,,,,,,,,,,,,
CVP/,air bah,,,,,,,,,,,,,,,,
CVP[,banjir,menyapu,tersapu,,tercuci,,,,,,,,,,,,
CVR[,"aturan, peraturan-peraturan, menguasai, penguasa",,,,,,,,,,,,,,,,
CVV/,cambuk,,,,,,,,,,,,,,,,
CVX[,sebarkan,terbentang,,merentangkan,,,,,,,,,,,,,
CW<=/,Syua,,,,,,,,,,,,,,,,
CW<==/,"menangis, berseru, seruan, menjerit",,,,,,,,,,,,,,,,
CW<===/,Syua,,,,,,,,,,,,,,,,
CW<>/,Syua,,,,,,,,,,,,,,,,
CW<H/,"menangis, berseru, seruan, menjerit",,,,,,,,,,,,,,,,
CW<L/,rubah,,,,,,,,,,,,,,,,
CW<L=/,rubah,,,,,,,,,,,,,,,,
CW<L==/,rubah,,,,,,,,,,,,,,,,
CW<R/,"gerbang, palang gerbang, penjaga gerbang, pintu gerbang",,,,,,,,,,,,,,,,
CW>/,"sia-sia, kesombongan",,,,,,,,,,,,,,,,
CW>==/,Syua,,,,,,,,,,,,,,,,
CWB=[,"memulihkan, restorasi",,,,,,,,,,,,,,,,
CWBH/,kembali,,,,,,,,,,,,,,,,
CWBL/,Sobal,,,,,,,,,,,,,,,,
CWBQ/,Sobek,,,,,,,,,,,,,,,,
CWB[,"memulihkan, restorasi",berbalik,,membawa kembali,,,mengembalikan,dikembalikan,,,,,,,,,
CWC>/,Sawsa,,,,,,,,,,,,,,,,
CWCN/,bunga lili,,,,,,,,,,,,,,,,
CWCN=/,bunga lili,,,,,,,,,,,,,,,,
CWCNKJ/,Susanki,,,,,,,,,,,,,,,,
CWH/,Syawa,,,,,,,,,,,,,,,,
CWH=/,Syawa,,,,,,,,,,,,,,,,
CWH[,,sama,,meratakan,,,menyamakan,,,,,sama,,,,,
CWL/,pinggiran,,,,,,,,,,,,,,,,
CWLL/,bertelanjang,,,,,,,,,,,,,,,,
CWMJM/,bawang putih,,,,,,,,,,,,,,,,
CWMR/,Somer,,,,,,,,,,,,,,,,
CWNJ/,Syuni,,,,,,,,,,,,,,,,
CWNJ=/,Syuni,,,,,,,,,,,,,,,,
CWNM/,Syunem,,,,,,,,,,,,,,,,
CWP=[,memar,,,,,,,,,,,,,,,,
CWPK/,Sofak,,,,,,,,,,,,,,,,
CWPMJ/,Sufami,,,,,,,,,,,,,,,,
CWPR/,"tanduk, tanduk-tanduk, bertanduk",,,,,,,,,,,,,,,,
CWP[,memar,,,,,,,,,,,,,,,,
CWQ/,betis,,,,,,,,,,,,,,,,
CWQ=/,melimpah,,,,,,,,,,,,,,,,
CWQ[,,,,menyirami,,,meluap,,,,,,,,,,
CWR/,"sapi, lembu, banteng, anak lembu",,,,,,,,,,,,,,,,
CWR=/,Syur,,,,,,,,,,,,,,,,
CWR==/,Syur,,,,,,,,,,,,,,,,
CWRH/,baris,,,,,,,,,,,,,,,,
CWTLX/,Shutelah,,,,,,,,,,,,,,,,
CWV[,berkelana,berkelana,,berkelana,,berbalik-balik,,,,,,,,,,,
CWX/,Suah,,,,,,,,,,,,,,,,
CWXH/,Suhah,,,,,,,,,,,,,,,,
CWXH=/,Suhah,,,,,,,,,,,,,,,,
CWXJ/,Suhi,,,,,,,,,,,,,,,,
CWXM/,Suham,,,,,,,,,,,,,,,,
CWXMJ/,Suhami,,,,,,,,,,,,,,,,
CX/,rendah,,,,,,,,,,,,,,,,
CXD/,"Suap, menyuap, disuap, penyuapan",,,,,,,,,,,,,,,,
CXH[,,membungkuk,,,,,menekan,,,,,,,,,,
CXJN/,bisul,,,,,,,,,,,,,,,,
CXJS/,tunas,,,,,,,,,,,,,,,,
CXJT/,"hancur, binasa, penghancur, pembinasa",,,,,,,,,,,,,,,,
CXJVH/,penyembelihan,,,,,,,,,,,,,,,,
CXL/,singa,,,,,,,,,,,,,,,,
CXLT/,onycha,,,,,,,,,,,,,,,,
CXP/,camar,,,,,,,,,,,,,,,,
CXPT/,tuberkulosis,,,,,,,,,,,,,,,,
CXQ/,"surga, langit, surga, surgawi",,,,,,,,,,,,,,,,
CXQ[,remuk,,,,,,,,,,,,,,,,
CXR/,subuh,,,,,,,,,,,,,,,,
CXR=/,hitam,,,,,,,,,,,,,,,,
CXRJH/,Shehariah,,,,,,,,,,,,,,,,
CXRJM/,Shaharaim,,,,,,,,,,,,,,,,
CXRWT/,rambut_hitam,,,,,,,,,,,,,,,,
CXR[,,berniat,,mencari,,,,,,,,,,,,,
CXT/,"lubang, jebakan",,,,,,,,,,,,,,,,
CXT[,"hancur, binasa, penghancur, pembinasa",,rusak,merusak,,,menghancurkan,terhancurkan,,,,,,,,,
CXV[,"pembantaian, dibantai, membantai",menyembelih,tersembelih,,,,,,,,,,,,,,
CXWR/,kehitaman,,,,,,,,,,,,,,,,
CXWT/,"lubang, jebakan",,,,,,,,,,,,,,,,
CXX[,"berlutut, membungkuk, bersujud",membungkuk,terbungkuk,,,,menjatuhkan,,,,,,,,,,
CXY/,"bermegah, angkuh, dengan angkuh, bangga",,,,,,,,,,,,,,,,
CYP/,ledakan,,,,,,,,,,,,,,,,
CZP[,lihat,,,,,,,,,,,,,,,,
CZR[,anyam,,,,,,,,,,,,,,,,
D</,"mengetahui, pengetahuan, memberitahukan, mengetahui sebelumnya",,,,,,,,,,,,,,,,
D<H/,"mengetahui, pengetahuan, memberitahukan, mengetahui sebelumnya",,,,,,,,,,,,,,,,
D<K[,padam,padam,kering,,dipadamkan,,,,,,,,,,,,
D<T/,"mengetahui, pengetahuan, memberitahukan, mengetahui sebelumnya",,,,,,,,,,,,,,,,
D<W>L/,Deuel,,,,,,,,,,,,,,,,
D>,ini,,,,,,,,,,,,,,,,
D>BH/,"takut, kuatir, ketakutan",,,,,,,,,,,,,,,,
D>BWN/,"meratap, ratapan, meratapi, peratap",,,,,,,,,,,,,,,,
D>B[,"meratap, ratapan, meratapi, peratap",,,,,,,,,,,,,,,,
D>G/,Doeg,,,,,,,,,,,,,,,,
D>GH/,kekhawatiran,,,,,,,,,,,,,,,,
D>H/,elang,,,,,,,,,,,,,,,,
D>H[,terbang,,,,,,,,,,,,,,,,
D>R/,Dor,,,,,,,,,,,,,,,,
DB/,"beruang, beruang-beruang",,,,,,,,,,,,,,,,
DB>/,kekuatan,,,,,,,,,,,,,,,,
DBB[,mengalir,,,,,,,,,,,,,,,,
DBC/,"madu, sarang madu",,,,,,,,,,,,,,,,
DBCT/,Dabbeset,,,,,,,,,,,,,,,,
DBCT=/,Dabbeset,,,,,,,,,,,,,,,,
DBH/,"kabar, kabar-kabar, terkabar",,,,,,,,,,,,,,,,
DBJR/,Debir,,,,,,,,,,,,,,,,
DBJR=/,Debir,,,,,,,,,,,,,,,,
DBLH/,buah ara,,,,,,,,,,,,,,,,
DBLH=/,Dibla,,,,,,,,,,,,,,,,
DBLJM/,Diblaim,,,,,,,,,,,,,,,,
DBQ/,sambungan,,,,,,,,,,,,,,,,
DBQ=/,lekat,,,,,,,,,,,,,,,,
DBQ[,"mengambil alih, melampaui",menempel,,,bersatu,,melekatkan,direkatkan,,,,,,,,,
DBR/,"firman Allah, firman-firman Tuhan, firman TUHAN, firman kebenaran",,,,,,,,,,,,,,,,
DBR=/,tulah,,,,,,,,,,,,,,,,
DBR==/,padang,,,,,,,,,,,,,,,,
DBR===/,tulah,,,,,,,,,,,,,,,,
DBR=====/,Debir,,,,,,,,,,,,,,,,
DBR=[,,,,membelakangi,,,mengusir mundur,,,,,,,,,,
DBRH/,sebab,,,,,,,,,,,,,,,,
DBRJ/,Dibri,,,,,,,,,,,,,,,,
DBRT/,Daberata,,,,,,,,,,,,,,,,
DBRT=/,Daberata,,,,,,,,,,,,,,,,
DBR[,"kabar, kabar-kabar, terkabar",berbicara,berbicara,berbicara,diucapkan,berbicara,,,,,,,,,,,
DBWRH/,lebah,,,,,,,,,,,,,,,,
DBWRH=/,Debora,,,,,,,,,,,,,,,,
DBX/,"korban, dikorbankan, mengorbankan, persembahan",,,,,,,,,,,,,,,,
DC>/,"menanam, ditanam kembali, ditransplantasikan, menabur benih",,,,,,,,,,,,,,,,
DC>[,,menghijau,,,,,memunculkan,,,,,,,,,,
DCN/,abu,,,,,,,,,,,,,,,,
DCN=/,"mengurapi, diurapi",,,,,,,,,,,,,,,,
DCN[,"mengurapi, diurapi",gemuk,,menggemukkan,digemukkan,,,,,,,,kenyang lemak,,,,
DD/,payudara,,,,,,,,,,,,,,,,
DDH[,berjalan pelan,,,,,,,,,,,,,,,,
DDN/,Dedan,,,,,,,,,,,,,,,,
DDNJ=/,Dodani,,,,,,,,,,,,,,,,
DG/,ikan,,,,,,,,,,,,,,,,
DGH/,ikan,,,,,,,,,,,,,,,,
DGH[,berkembang biak,,,,,,,,,,,,,,,,
DGL/,bendera,,,,,,,,,,,,,,,,
DGL[,,mengangkat panji,berbendera,,,,,,,,,,,,,,
DGN/,"biji-bijian, ladang gandum",,,,,,,,,,,,,,,,
DGR[,mengumpulkan,,,,,,,,,,,,,,,,
DGWN/,Dagon,,,,,,,,,,,,,,,,
DHB/,emas,,,,,,,,,,,,,,,,
DHM[,terkejut,,,,,,,,,,,,,,,,
DHRH/,gegas,,,,,,,,,,,,,,,,
DHR[,bergegas,,,,,,,,,,,,,,,,
DJ,yang,,,,,,,,,,,,,,,,
DJ/,cukup,,,,,,,,,,,,,,,,
DJBN/,Dibon,,,,,,,,,,,,,,,,
DJC/,penggilingan,,,,,,,,,,,,,,,,
DJCN/,Dishan,,,,,,,,,,,,,,,,
DJCWN/,ibex,,,,,,,,,,,,,,,,
DJCWN=/,Dishon,,,,,,,,,,,,,,,,
DJG/,nelayan,,,,,,,,,,,,,,,,
DJH/,elang,,,,,,,,,,,,,,,,
DJMWN/,Dimon,,,,,,,,,,,,,,,,
DJMWNH/,Dimonah,,,,,,,,,,,,,,,,
DJN/,"Menghakimi, penghakiman",,,,,,,,,,,,,,,,
DJN=/,hakim,,,,,,,,,,,,,,,,
DJNH/,Dinah,,,,,,,,,,,,,,,,
DJNJ/,hakim,,,,,,,,,,,,,,,,
DJN[,,menghakimi,bersengketa,,,,,,,,,,,,,,
DJQ/,"kepungan, mengepung, terkepung, pengepung",,,,,,,,,,,,,,,,
DJW/,tinta,,,,,,,,,,,,,,,,
DJ_ZHB/,Di Zahab,,,,,,,,,,,,,,,,
DK,itu,,,,,,,,,,,,,,,,
DK/,tertindas,,,,,,,,,,,,,,,,
DK>/,patah hati,,,,,,,,,,,,,,,,
DK>[,,,dihancurkan,menghancurkan,dihancurkan,hancur,,,,,,,,,,,
DKH/,remuk,,,,,,,,,,,,,,,,
DKH[,,remuk,remuk,meremukkan,,,,,,,,,,,,,
DKJ/,gelombang,,,,,,,,,,,,,,,,
DKN,ini,,,,,,,,,,,,,,,,
DKR/,"domba betina, domba jantan, domba, bulu domba",,,,,,,,,,,,,,,,
DKRWN/,catatan,,,,,,,,,,,,,,,,
DL/,"rendah, kerendahan",,,,,,,,,,,,,,,,
DL<N/,Dilan,,,,,,,,,,,,,,,,
DL=/,"rendah, kerendahan",,,,,,,,,,,,,,,,
DLG[,melompat,melompat,,melompati,,,,,,,,,,,,,
DLH/,lemah,,,,,,,,,,,,,,,,
DLH=/,lemah,,,,,,,,,,,,,,,,
DLH[,menarik,menimba air,,menarik naik,,,,,,,,,,,,,
DLJ/,timba,,,,,,,,,,,,,,,,
DLJH/,Delaya,,,,,,,,,,,,,,,,
DLJLH/,Delila,,,,,,,,,,,,,,,,
DLL[,melemah,,,,,,,,,,,,,,,,
DLP/,tetesan,,,,,,,,,,,,,,,,
DLPWN/,Dalfon,,,,,,,,,,,,,,,,
DLQT/,peradangan,,,,,,,,,,,,,,,,
DLQ[,membara,membakar,,,,,menyalakan,,,,,,,,,,
DLT/,"gerbang, palang gerbang, penjaga gerbang, pintu gerbang",,,,,,,,,,,,,,,,
DLX[,mengaduk,,,,,,,,,,,,,,,,
DM/,pertumpahan darah,,,,,,,,,,,,,,,,
DM</,air,,,,,,,,,,,,,,,,
DM<H/,"meratap, ratapan, meratapi, peratap",,,,,,,,,,,,,,,,
DMCQ/,sutra,,,,,,,,,,,,,,,,
DMFQ/,"Damsyik, Damaskus",,,,,,,,,,,,,,,,
DMH=[,,berakhir,sunyi,,,,,,,,,,,,,,
DMH[,menyerupai,menyerupai,,membandingkan,,menyamakan diri,,,,,,,,,,,
DMJ/,senyap,,,,,,,,,,,,,,,,
DMJ=/,senyap,,,,,,,,,,,,,,,,
DMMH/,sunyi,,,,,,,,,,,,,,,,
DMM[,membisu,diam,dibisukan,menenangkan,,,mendiamkan,,,,,,,,,,
DMN/,"pupuk kandang, pupuk",,,,,,,,,,,,,,,,
DMNH/,Dimna,,,,,,,,,,,,,,,,
DMWT/,rupa,,,,,,,,,,,,,,,,
DN/,Dan,,,,,,,,,,,,,,,,
DNH,Dana,,,,,,,,,,,,,,,,
DNH/,Dana,,,,,,,,,,,,,,,,
DNHBH/,Dinaba,,,,,,,,,,,,,,,,
DNJ/,Danit,,,,,,,,,,,,,,,,
DNJ>L/,Daniel,,,,,,,,,,,,,,,,
DPJ/,"fitnah, difitnah, pemfitnah, memfitnah",,,,,,,,,,,,,,,,
DPQH/,Dofka,,,,,,,,,,,,,,,,
DPQ[,ketuk,mengusir,,,,saling mendorong,,,,,,,,,,,
DQ/,tipis,,,,,,,,,,,,,,,,
DQ=/,kain,,,,,,,,,,,,,,,,
DQLH/,Diklah,,,,,,,,,,,,,,,,
DQQ[,hancur,menghancurkan,,,,,menghancurkan,dihancurkan,,,,,,,,,
DQR/,tusuk,,,,,,,,,,,,,,,,
DQR[,tusuk,menusuk,ditusuk,,ditusuk,,,,,,,,,,,,
DR/,mutiara,,,,,,,,,,,,,,,,
DR>WN/,kehinaan,,,,,,,,,,,,,,,,
DRC[,"mencari, dicari, pencarian",menyelidiki,diselidiki,,,,,,,,,,,,,,
DRD</,Darda,,,,,,,,,,,,,,,,
DRDR/,"duri, onak duri, semak berduri",,,,,,,,,,,,,,,,
DRK/,"salah, pelanggar, berbuat salah, menganiaya",,,,,,,,,,,,,,,,
DRK[,"menginjak-injak, terinjak",menginjak,,,,,menginjak kuat,,,,,,,,,,
DRQWN/,Darkon,,,,,,,,,,,,,,,,
DRWM/,selatan,,,,,,,,,,,,,,,,
DRWR/,kebebasan,,,,,,,,,,,,,,,,
DRWR=/,kebebasan,,,,,,,,,,,,,,,,
DT/,"hukum, hukum Musa, hukum Allah, hukum TUHAN",,,,,,,,,,,,,,,,
DT>/,rumput,,,,,,,,,,,,,,,,
DTBR/,hakim,,,,,,,,,,,,,,,,
DTN/,Dofan,,,,,,,,,,,,,,,,
DTN=/,Datan,,,,,,,,,,,,,,,,
DWB[,pinus,,,,,,,,,,,,,,,,
DWC[,"mengirik, pengirikan",meninjak,ditinjak,,,,,digilas,,,,,,,,,
DWD/,terkasih,,,,,,,,,,,,,,,,
DWD=/,periuk,,,,,,,,,,,,,,,,
DWD==/,Daud,,,,,,,,,,,,,,,,
DWDH/,bibi,,,,,,,,,,,,,,,,
DWDJ=/,mandrake,,,,,,,,,,,,,,,,
DWDW/,Dodo,,,,,,,,,,,,,,,,
DWG/,nelayan,,,,,,,,,,,,,,,,
DWGH/,mata kail,,,,,,,,,,,,,,,,
DWH/,sakit,,,,,,,,,,,,,,,,
DWJ/,"menderita, diderita, penderitaan, kesengsaraan",,,,,,,,,,,,,,,,
DWJ=/,lemas,,,,,,,,,,,,,,,,
DWKJPT/,hoopoe,,,,,,,,,,,,,,,,
DWK[,menghancurkan,,,,,,,,,,,,,,,,
DWMH/,Dumah,,,,,,,,,,,,,,,,
DWMH=/,Dumah,,,,,,,,,,,,,,,,
DWMJH/,keheningan,,,,,,,,,,,,,,,,
DWMM,keheningan,,,,,,,,,,,,,,,,
DWNG/,lilin,,,,,,,,,,,,,,,,
DWN[,"Menghakimi, penghakiman",,,,,,,,,,,,,,,,
DWR/,generasi,,,,,,,,,,,,,,,,
DWR=/,tinggal,,,,,,,,,,,,,,,,
DWR===/,Dor,,,,,,,,,,,,,,,,
DWR>/,Dura,,,,,,,,,,,,,,,,
DWX[,basuh,,,,,,,,,,,,,,,,
DWY[,melompat,,,,,,,,,,,,,,,,
DXH[,"menyebar, penyebaran",mendorong,didorong,,ditumbangkan,,,,,,,,,,,,
DXJ/,"tersandung, terantuk, terbentur, kesandung",,,,,,,,,,,,,,,,
DXL[,takut,,,,,,,,,,,,,,,,
DXN/,milet,,,,,,,,,,,,,,,,
DXP[,tergesa,bersegera,bersegera,,,,,,,,,,,,,,
DXQ[,menekan,,,,,,,,,,,,,,,,
DXWH/,hiburan,,,,,,,,,,,,,,,,
F<JR/,kambing jantan,,,,,,,,,,,,,,,,
F<JR=/,kambing jantan,,,,,,,,,,,,,,,,
F<JR==/,kambing jantan,,,,,,,,,,,,,,,,
F<JR===/,kambing jantan,,,,,,,,,,,,,,,,
F<JR====/,Seir,,,,,,,,,,,,,,,,
F<JRH/,kambing betina,,,,,,,,,,,,,,,,
F<JRH=/,kambing betina,,,,,,,,,,,,,,,,
F<R/,rambut,,,,,,,,,,,,,,,,
F<R=/,"kengerian, mengerikan, ngeri",,,,,,,,,,,,,,,,
F<R==/,"kengerian, mengerikan, ngeri",,,,,,,,,,,,,,,,
F<RH/,jelai,,,,,,,,,,,,,,,,
F<RH=/,rambut,,,,,,,,,,,,,,,,
F<RH==/,badai,,,,,,,,,,,,,,,,
F<RJM/,Sehorim,,,,,,,,,,,,,,,,
F<R[,,menyapu,bergerak deras,menyapu dengan giat,,menyerbu,,,,,,,,,,,
F>R/,"ragi, khamir, adonan asam, tak beragi",,,,,,,,,,,,,,,,
F>T/,agung,,,,,,,,,,,,,,,,
FB</,kenyang,,,,,,,,,,,,,,,,
FB<=/,puas,,,,,,,,,,,,,,,,
FB<==/,kelimpahan,,,,,,,,,,,,,,,,
FB<H/,kepenuhan,,,,,,,,,,,,,,,,
FB<[,kenyang,kenyang,,memuaskan,,,memuaskan,,,,,,,,,,
FBKH/,"jerat, menjerat, menjebak, jebakan",,,,,,,,,,,,,,,,
FBM/,Sibma,,,,,,,,,,,,,,,,
FBMH/,Sibma,,,,,,,,,,,,,,,,
FBR/,harapan,,,,,,,,,,,,,,,,
FBR[,,memeriksa,,menantikan,,,,,,,,,,,,,
FDH/,"bumi, duniawi",,,,,,,,,,,,,,,,
FDJ/,"bumi, duniawi",,,,,,,,,,,,,,,,
FDJM/,Lembah Sidim,,,,,,,,,,,,,,,,
FDRH/,baris,,,,,,,,,,,,,,,,
FFWN/,"sukacita, bersukacita",,,,,,,,,,,,,,,,
FGB[,"selamat, menyelamatkan, diselamatkan, keselamatan.",tinggi,sangat tinggi,meninggikan,dilindungi,,bertindak dengan angkuh,,,,,,,,,,
FGH[,,tumbuh,,,,,membesarkan,,,,,,,,,,
FGJ>/,sangat besar,,,,,,,,,,,,,,,,
FGWB/,Segub,,,,,,,,,,,,,,,,
FH/,"domba betina, domba jantan, domba, bulu domba",,,,,,,,,,,,,,,,
FHD/,saksi,,,,,,,,,,,,,,,,
FHDW/,tumpukan batu,,,,,,,,,,,,,,,,
FHRNJM/,bulan sabit,,,,,,,,,,,,,,,,
FJ>/,ketinggian,,,,,,,,,,,,,,,,
FJ>N/,Sirion,,,,,,,,,,,,,,,,
FJB/,"usia, zaman",,,,,,,,,,,,,,,,
FJBH/,"usia, zaman",,,,,,,,,,,,,,,,
FJD/,kapur,,,,,,,,,,,,,,,,
FJD[,kapur,,,,,,,,,,,,,,,,
FJG/,mengejar,,,,,,,,,,,,,,,,
FJM[,"menunjuk, ditunjuk",menempatkan,,,,,menjadikan,ditempatkan,,,,,,,,,
FJX/,semak,,,,,,,,,,,,,,,,
FJX=/,semak,,,,,,,,,,,,,,,,
FJXH/,merenungkan,,,,,,,,,,,,,,,,
FJX[,merenungkan,memikirkan,,mempertimbangkan,,,,,,,,,,,,,
FK/,duri,,,,,,,,,,,,,,,,
FK=/,pondok,,,,,,,,,,,,,,,,
FKH/,tombak,,,,,,,,,,,,,,,,
FKJH/,gambar,,,,,,,,,,,,,,,,
FKJH=/,karena,,,,,,,,,,,,,,,,
FKJN/,pisau,,,,,,,,,,,,,,,,
FKJR/,"memperbudak, diperbudak, hamba, budak",,,,,,,,,,,,,,,,
FKK[,"kepungan, mengepung, terkepung, pengepung",,,,,,,,,,,,,,,,
FKL/,"memahami, mengerti, mengerti, pengertian",,,,,,,,,,,,,,,,
FKL=[,bijaksana,,,,,,,,,,,,,,,,
FKLTNW/,pengertian,,,,,,,,,,,,,,,,
FKL[,,berhasil,,membuat terlihat bodoh,,,memahami,,,,,,,,,,
FKR/,"upah, upahan, memberikan upah, pemberi upah",,,,,,,,,,,,,,,,
FKR=/,upah,,,,,,,,,,,,,,,,
FKR==/,"upah, upahan, memberikan upah, pemberi upah",,,,,,,,,,,,,,,,
FKR[,menyewa,mengupah,menyewa diri,,,menyewa diri,,,,,,,,,,,
FKW/,Seku,,,,,,,,,,,,,,,,
FKWJ/,hati,,,,,,,,,,,,,,,,
FLM>/,Salmon,,,,,,,,,,,,,,,,
FLMH/,jubah,,,,,,,,,,,,,,,,
FLMH=/,jubah,,,,,,,,,,,,,,,,
FLMWN/,Salmon,,,,,,,,,,,,,,,,
FLW/,puyuh,,,,,,,,,,,,,,,,
FM>L/,kiri,,,,,,,,,,,,,,,,
FM>LJ/,kiri,,,,,,,,,,,,,,,,
FM>L[,menyamping,,,,,,,,,,,,,,,,
FMJKH/,selimut,,,,,,,,,,,,,,,,
FMLH/,pakaian,,,,,,,,,,,,,,,,
FMLH=/,Samlah,,,,,,,,,,,,,,,,
FMMJT/,tokek,,,,,,,,,,,,,,,,
FMX/,"sukacita, bersukacita",,,,,,,,,,,,,,,,
FMXH/,"sukacita, bersukacita",,,,,,,,,,,,,,,,
FMX[,"sukacita, bersukacita",bersukacita,,menyenangkan,,,menyenangkan,,,,,,,,,,
FN>H/,kebencian,,,,,,,,,,,,,,,,
FN>[,"penentang, lawan-lawan, musuh, musuh-musuh",membenci; musuh,dibenci,menjadi musuh,,,,,,,,,,,,,
FNJ>/,dibenci,,,,,,,,,,,,,,,,
FNJR/,Gunung Hermon,,,,,,,,,,,,,,,,
FPH/,"menipu, mendustakan, penipu, pendusta",,,,,,,,,,,,,,,,
FPM/,kumis,,,,,,,,,,,,,,,,
FPMWT/,Sifmot,,,,,,,,,,,,,,,,
FPN[,harta,,,,,,,,,,,,,,,,
FPQ[,,bertepuk tangan,,,,,bersalaman,,,,,,,,,,
FQ/,Kain kabung,,,,,,,,,,,,,,,,
FR/,pemimpin,,,,,,,,,,,,,,,,
FR<[,menjulur,cacat,,,,meregangkan diri,,,,,,,,,,,
FR>YR/,Sarezer,,,,,,,,,,,,,,,,
FRD/,goresan,,,,,,,,,,,,,,,,
FRD=/,rajutan,,,,,,,,,,,,,,,,
FRD[,selamat,,,,,,,,,,,,,,,,
FRG[,berjalin,,,,tersimpul,saling melilit,,,,,,,,,,,
FRH/,Sara,,,,,,,,,,,,,,,,
FRH=/,Sara,,,,,,,,,,,,,,,,
FRJ/,Sara,,,,,,,,,,,,,,,,
FRJD/,sisa-sisa,,,,,,,,,,,,,,,,
FRJD=/,sisa-sisa,,,,,,,,,,,,,,,,
FRJG/,cabang,,,,,,,,,,,,,,,,
FRJH/,Seraya,,,,,,,,,,,,,,,,
FRJN/,Gunung Hermon,,,,,,,,,,,,,,,,
FRK[,bengkok,,,,,,,,,,,,,,,,
FRP/,ular,,,,,,,,,,,,,,,,
FRP=/,ular,,,,,,,,,,,,,,,,
FRPH/,pembakaran,,,,,,,,,,,,,,,,
FRP[,bakar,membakar,terbakar,,terbakar,,,,,,,,,,,,
FRQ/,"anggur, pokok anggur",,,,,,,,,,,,,,,,
FRQ==/,"anggur, pokok anggur",,,,,,,,,,,,,,,,
FRQH/,"anggur, pokok anggur",,,,,,,,,,,,,,,,
FRR[,,memerintah,,,,bertindak sebagai penguasa,,,,,,,,,,,
FRV/,goresan,,,,,,,,,,,,,,,,
FRVT/,goresan,,,,,,,,,,,,,,,,
FRV[,gores,mengorekan,terluka parah,,,,,,,,,,,,,,
FRWG/,Serug,,,,,,,,,,,,,,,,
FRWK/,tali,,,,,,,,,,,,,,,,
FRX/,Serah,,,,,,,,,,,,,,,,
